Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,118,0.0472
6,702,0.2808
7,537,0.2148
8,403,0.1612
9,250,0.1
10,151,0.0604
11,125,0.05
12,85,0.034
13,45,0.018
14,26,0.0104
15,23,0.0092
16,8,0.0032
17,10,0.004
18,3,0.0012
19,6,0.0024
20,2,0.0008
21,1,0.0004
23,1,0.0004
