Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,111,0.0444
6,547,0.2188
7,604,0.2416
8,457,0.1828
9,333,0.1332
10,179,0.0716
11,106,0.0424
12,74,0.0296
13,39,0.0156
14,19,0.0076
15,12,0.0048
16,7,0.0028
17,4,0.0016
18,3,0.0012
19,1,0.0004
20,1,0.0004
