Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,132,0.0528
6,313,0.1252
7,481,0.1924
8,764,0.3056
9,441,0.1764
10,251,0.1004
11,90,0.036
12,18,0.0072
13,5,0.002
15,1,0.0004
