Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,121,0.0484
6,706,0.2824
7,548,0.2192
8,374,0.1496
9,255,0.102
10,165,0.066
11,102,0.0408
12,86,0.0344
13,48,0.0192
14,39,0.0156
15,23,0.0092
16,14,0.0056
17,5,0.002
18,4,0.0016
19,3,0.0012
20,1,0.0004
21,1,0.0004
22,1,0.0004
