Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,155,0.062
6,1125,0.45
7,397,0.1588
8,209,0.0836
9,141,0.0564
10,100,0.04
11,77,0.0308
12,59,0.0236
13,46,0.0184
14,44,0.0176
15,37,0.0148
16,13,0.0052
17,12,0.0048
18,10,0.004
19,16,0.0064
20,11,0.0044
21,6,0.0024
22,5,0.002
23,10,0.004
24,4,0.0016
25,4,0.0016
26,2,0.0008
27,4,0.0016
28,1,0.0004
29,1,0.0004
30,5,0.002
31,1,0.0004
39,1,0.0004
