Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,139,0.0556
6,308,0.1232
7,501,0.2004
8,748,0.2992
9,423,0.1692
10,248,0.0992
11,98,0.0392
12,23,0.0092
13,5,0.002
14,3,0.0012
